id,character,episode,world,category,source_position,name,area,count_scope,detail_status,source
bbsfm:terra:land-of-departure:treasure:1,Terra,main,Land of Departure,treasure,1,Pulsing Crystal,Mountain Path,world-collectibles,area-only; precise directions pending,https://www.khwiki.com/Game:Land_of_Departure
bbsfm:ventus:disney-town:sticker:mickey-sticker:gizmo-gallery,Ventus,main,Disney Town,sticker,,Mickey Sticker,Gizmo Gallery,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:ventus:disney-town:sticker:minnie-sticker:pete-s-rec-room,Ventus,main,Disney Town,sticker,,Minnie Sticker,Pete's Rec Room,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:ventus:olympus-coliseum:sticker:confetti-sticker:coliseum-gates,Ventus,main,Olympus Coliseum,sticker,,Confetti Sticker,Coliseum Gates,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:ventus:deep-space:sticker:ufo-sticker:ship-hub,Ventus,main,Deep Space,sticker,,UFO Sticker,Ship Hub,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:ventus:deep-space:sticker:ice-cream-sticker:launch-deck,Ventus,main,Deep Space,sticker,,Ice Cream Sticker,Launch Deck,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:ventus:neverland:sticker:rainbow-sticker:rainbow-falls-base,Ventus,main,Neverland,sticker,,Rainbow Sticker,Rainbow Falls: Base,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:ventus:neverland:sticker:dale-sticker:mermaid-lagoon,Ventus,main,Neverland,sticker,,Dale Sticker,Mermaid Lagoon,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:ventus:mysterious-tower:sticker:ice-cream-sticker:mysterious-tower,Ventus,main,Mysterious Tower,sticker,,Ice Cream Sticker,Mysterious Tower,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:ventus:keyblade-graveyard:sticker:ice-cream-sticker:seat-of-war,Ventus,main,Keyblade Graveyard,sticker,,Ice Cream Sticker,Seat of War,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:ventus:keyblade-graveyard:sticker:ice-cream-sticker:twister-trench,Ventus,main,Keyblade Graveyard,sticker,,Ice Cream Sticker,Twister Trench,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:aqua:castle-of-dreams:sticker:fireworks-sticker:foyer,Aqua,main,Castle of Dreams,sticker,,Fireworks Sticker,Foyer,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:aqua:castle-of-dreams:sticker:bubble-sticker:palace-courtyard,Aqua,main,Castle of Dreams,sticker,,Bubble Sticker,Palace Courtyard,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:aqua:dwarf-woodlands:sticker:picnic-basket-sticker:courtyard,Aqua,main,Dwarf Woodlands,sticker,,Picnic Basket Sticker,Courtyard,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:aqua:dwarf-woodlands:sticker:bubble-sticker:vault,Aqua,main,Dwarf Woodlands,sticker,,Bubble Sticker,Vault,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:aqua:enchanted-dominion:sticker:horace-sticker:dungeon,Aqua,main,Enchanted Dominion,sticker,,Horace Sticker,Dungeon,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:aqua:enchanted-dominion:sticker:flower-sticker:forest-clearing,Aqua,main,Enchanted Dominion,sticker,,Flower Sticker,Forest Clearing,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:aqua:radiant-garden:sticker:juice-sticker:front-doors,Aqua,main,Radiant Garden,sticker,,Juice Sticker,Front Doors,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:aqua:radiant-garden:sticker:donut-sticker:aqueduct,Aqua,main,Radiant Garden,sticker,,Donut Sticker,Aqueduct,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:aqua:radiant-garden:sticker:flower-sticker:castle-town,Aqua,main,Radiant Garden,sticker,,Flower Sticker,Castle Town,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:aqua:disney-town:sticker:minnie-sticker:main-plaza,Aqua,main,Disney Town,sticker,,Minnie Sticker,Main Plaza,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:aqua:disney-town:sticker:daisy-sticker:raceway,Aqua,main,Disney Town,sticker,,Daisy Sticker,Raceway,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:aqua:olympus-coliseum:sticker:fireworks-sticker:coliseum-gates,Aqua,main,Olympus Coliseum,sticker,,Fireworks Sticker,Coliseum Gates,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:aqua:deep-space:sticker:dale-sticker:turo-prison-block,Aqua,main,Deep Space,sticker,,Dale Sticker,Turo Prison Block,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:aqua:deep-space:sticker:ufo-sticker:ship-hub,Aqua,main,Deep Space,sticker,,UFO Sticker,Ship Hub,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:aqua:neverland:sticker:fireworks-sticker:jungle-clearing,Aqua,main,Neverland,sticker,,Fireworks Sticker,Jungle Clearing,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:aqua:neverland:sticker:rainbow-sticker:mermaid-lagoon,Aqua,main,Neverland,sticker,,Rainbow Sticker,Mermaid Lagoon,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:aqua:neverland:sticker:chip-sticker:rainbow-falls-ascent,Aqua,main,Neverland,sticker,,Chip Sticker,Rainbow Falls: Ascent,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:aqua:mysterious-tower:sticker:donald-sticker:tower-entrance,Aqua,main,Mysterious Tower,sticker,,Donald Sticker,Tower Entrance,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:aqua:keyblade-graveyard:sticker:flower-sticker:seat-of-war,Aqua,main,Keyblade Graveyard,sticker,,Flower Sticker,Seat of War,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
bbsfm:aqua:keyblade-graveyard:sticker:bubble-sticker:fissure,Aqua,main,Keyblade Graveyard,sticker,,Bubble Sticker,Fissure,world-collectibles,area-only; precise directions and optimal album placement pending,https://www.khwiki.com/Sticker_Album
